mayo_bench_MAYO_1
KeyGen cycles, 41, 530, 1572, 15, 49, 55037, 23956, 220, 263
KeyGen cycles, 55, 505, 1599, 17, 51, 62962, 24930, 264, 279
KeyGen cycles, 43, 579, 1669, 17, 49, 54955, 24090, 207, 259
KeyGen cycles, 41, 535, 1630, 19, 49, 54941, 24395, 251, 254
KeyGen cycles, 41, 631, 1625, 17, 49, 55017, 24032, 199, 252
KeyGen cycles, 60, 509, 1597, 16, 51, 54841, 24272, 234, 269
KeyGen cycles, 43, 511, 1685, 17, 49, 54830, 24059, 228, 254
KeyGen cycles, 43, 536, 1597, 16, 49, 55409, 24135, 219, 255
KeyGen cycles, 41, 544, 1587, 16, 49, 54996, 24620, 228, 248
KeyGen cycles, 53, 532, 1591, 16, 51, 54990, 24154, 199, 254
KeyGen cycles, 41, 693, 1587, 16, 48, 54969, 24293, 220, 267
KeyGen cycles, 43, 526, 1623, 17, 49, 54941, 23896, 218, 248
KeyGen cycles, 41, 589, 1712, 15, 51, 54990, 24036, 185, 253
KeyGen cycles, 54, 507, 1863, 17, 49, 54924, 24221, 243, 262
KeyGen cycles, 41, 602, 1619, 17, 49, 54838, 23987, 242, 251
KeyGen cycles, 43, 565, 1580, 17, 49, 54824, 23894, 218, 254
KeyGen cycles, 41, 511, 1614, 16, 51, 55015, 24010, 197, 252
KeyGen cycles, 56, 538, 1564, 18, 47, 55019, 23903, 242, 265
KeyGen cycles, 41, 517, 1587, 16, 51, 54900, 24435, 223, 255
KeyGen cycles, 43, 505, 1584, 17, 51, 54984, 24008, 258, 253
KeyGen cycles, 43, 613, 1723, 18, 49, 54857, 24055, 191, 254
KeyGen cycles, 54, 579, 1652, 16, 50, 54830, 23944, 201, 271
KeyGen cycles, 43, 507, 1660, 17, 49, 54885, 24219, 198, 256
KeyGen cycles, 41, 567, 1638, 16, 50, 55086, 23930, 223, 263
KeyGen cycles, 43, 509, 1669, 16, 50, 54862, 24028, 214, 254
KeyGen cycles, 41, 509, 1685, 17, 49, 55183, 23899, 223, 251
KeyGen cycles, 43, 527, 1562, 17, 51, 54998, 23918, 209, 267
KeyGen cycles, 43, 511, 1578, 15, 51, 54930, 23903, 226, 251
KeyGen cycles, 41, 628, 1589, 16, 50, 54885, 23897, 221, 251
KeyGen cycles, 53, 509, 1647, 18, 51, 54999, 24235, 224, 256
KeyGen cycles, 43, 532, 1590, 17, 51, 54896, 24087, 239, 264
KeyGen cycles, 43, 522, 1582, 15, 51, 54949, 24122, 218, 250
KeyGen cycles, 43, 513, 2098, 18, 48, 55006, 24022, 226, 258
KeyGen cycles, 51, 511, 1608, 16, 51, 54978, 23860, 244, 267
KeyGen cycles, 41, 515, 1656, 15, 51, 54972, 23886, 259, 252
KeyGen cycles, 43, 501, 1580, 17, 51, 55013, 24050, 245, 256
KeyGen cycles, 42, 724, 1603, 17, 49, 54973, 53726, 224, 252
KeyGen cycles, 55, 510, 1562, 16, 49, 54861, 23911, 220, 254
KeyGen cycles, 42, 504, 1638, 17, 49, 54978, 24231, 244, 251
KeyGen cycles, 41, 507, 1582, 15, 51, 55000, 24084, 244, 254
KeyGen cycles, 43, 494, 1567, 16, 51, 54927, 24169, 202, 252
KeyGen cycles, 55, 550, 1593, 18, 48, 54895, 24090, 222, 252
KeyGen cycles, 41, 507, 1622, 16, 49, 54880, 24085, 224, 252
KeyGen cycles, 43, 503, 1741, 16, 49, 54978, 23895, 224, 252
KeyGen cycles, 43, 609, 1585, 16, 50, 55033, 24065, 219, 249
